date,value
2016-01-01,10.5375000635783
2016-01-02,10.4649999141693
2016-01-03,10.2816666762034
2016-01-04,10.1941667000453
2016-01-05,10.1912498474121
2016-01-06,10.2762500047684
2016-01-07,10.3695834080378
2016-01-08,10.3475001653035
2016-01-09,10.3254167238871
2016-01-10,10.2525000572205
2016-01-11,10.2962499856949
2016-01-12,10.3191667397817
2016-01-13,10.3187500635783
2016-01-14,10.3037500778834
2016-01-15,10.2737501064936
2016-01-16,10.2708335717519
2016-01-17,10.2391664981842
2016-01-18,10.1687498490016
2016-01-19,10.0800000826518
2016-01-20,10.0958334604899
2016-01-21,8.61999997225675
2016-01-22,8.38666657606761
2016-01-23,8.42833332220713
2016-01-24,8.72083342075348
2016-01-25,8.97000010808309
2016-01-26,9.18083333969116
2016-01-27,9.36833329995473
2016-01-28,9.44416670004527
2016-01-29,9.24333333969116
2016-01-30,9.4662500222524
2016-01-31,9.28333342075348
2016-02-01,9.37083335717519
2016-02-02,9.59708333015442
2016-02-03,9.44166668256124
2016-02-04,9.31041673819224
2016-02-05,9.22833335399628
2016-02-06,9.46541674931844
2016-02-07,9.49208331108093
2016-02-08,9.52833330631256
2016-02-09,9.60750007629395
2016-02-10,9.56124989191691
2016-02-11,9.44791654745738
2016-02-12,9.29333329200745
2016-02-13,9.20124999682109
2016-02-14,9.23874990145365
2016-02-15,9.30666677157084
2016-02-16,9.16874992847443
2016-02-17,9.00875004132589
2016-02-18,9.09625005722046
2016-02-19,9.19291671117147
2016-02-20,9.1399998664856
2016-02-21,9.37249994277954
2016-02-22,9.54000004132589
2016-02-23,9.41666674613953
2016-02-24,9.29458332061768
2016-02-25,9.10374995072683
2016-02-26,9.10666672388713
2016-02-27,9.01625005404154
2016-02-28,9.12958327929179
2016-02-29,9.0225000778834
2016-03-01,9.07458329200745
2016-03-02,9.1354167064031
2016-03-03,9.1379166841507
2016-03-04,9.1254167954127
2016-03-05,9.27250003814697
2016-03-06,9.25458339850108
2016-03-07,9.14833331108093
2016-03-08,9.08624994754791
2016-03-12,9.18250000476837
2016-03-13,9.12250006198883
2016-03-14,9.20291670163473
2016-03-15,9.33375016848246
2016-03-16,9.3633333047231
2016-03-17,9.31708339850108
2016-03-18,9.33249994119009
2016-03-19,9.46375008424123
2016-03-20,9.48500001430512
2016-03-21,9.42416675885518
2016-03-22,9.51208329200745
2016-03-23,9.52333335081736
2016-03-24,9.40124992529551
2016-03-25,9.49708338578542
2016-03-26,9.66541659832001
2016-03-28,9.76750000317892
2016-03-29,9.82541676362356
2016-03-30,9.68833339214325
2016-03-31,9.73291663328807
2016-04-01,9.86125000317892
2016-04-02,9.81999997297923
2016-04-03,9.98208328088125
2016-04-04,10.1112499237061
2016-04-05,10.1962500015895
2016-04-06,10.2545833190282
2016-04-07,10.2766668001811
2016-04-08,10.1724998553594
2016-04-09,10.1512500047684
2016-04-10,10.2737500667572
2016-04-11,10.213333328565
2016-04-12,10.3241669336955
2016-04-13,10.3345833222071
2016-04-14,10.3920833667119
2016-04-15,10.2520833015442
2016-04-16,10.2887499332428
2016-04-17,10.3541666666667
2016-04-18,10.2554167509079
2016-04-19,10.391666730245
2016-04-20,10.3620833953222
2016-04-21,10.310416618983
2016-04-22,10.349583307902
2016-04-23,10.3620833555857
2016-04-24,10.2483332951864
2016-04-25,10.1591668128967
2016-04-26,10.1125000715256
2016-04-27,10.0125000079473
2016-04-28,9.96583330631256
2016-04-29,9.9558333158493
2016-04-30,10.2041666507721
2016-05-01,10.2879167397817
2016-05-02,10.3387500445048
2016-05-03,10.3562500079473
2016-05-04,10.3316665887833
2016-05-05,10.3212500810623
2016-05-06,10.3429166873296
2016-05-07,10.3833332061768
2016-05-08,10.4041666587194
2016-05-09,10.4195831219355
2016-05-10,10.4512498776118
2016-05-11,10.4754167000453
2016-05-12,10.5045833587646
2016-05-13,10.5220835208893
2016-05-14,10.5166668494542
2016-05-15,10.4837497870127
2016-05-16,10.4512499173482
2016-05-17,10.4466664791107
2016-05-18,10.4587497711182
2016-05-19,10.4966664711634
