date,value
2016-01-01,12.6358333826065
2016-01-02,12.5333333412806
2016-01-03,12.2862500349681
2016-01-04,12.1691666841507
2016-01-05,12.1587498982747
2016-01-06,12.1633332570394
2016-01-07,12.1512497663498
2016-01-08,12.188333272934
2016-01-09,12.1908332109451
2016-01-10,12.1479167540868
2016-01-11,12.1237498919169
2016-01-12,12.1016667286555
2016-01-13,12.0562499761581
2016-01-14,11.9916666348775
2016-01-15,11.9241666793823
2016-01-16,11.8841667572657
2016-01-17,11.8279167016347
2016-01-18,11.7166666587194
2016-01-19,11.5958334207535
2016-01-20,11.6208332777023
2016-01-21,11.5800002018611
2016-01-22,11.4570833047231
2016-01-23,11.4662499427795
2016-01-24,11.5862500270208
2016-01-25,11.6562500397364
2016-01-26,11.7349998950958
2016-01-27,11.8066668510437
2016-01-28,11.8191667795181
2016-01-29,11.7262499729792
2016-01-30,11.7929167747498
2016-01-31,11.7037499348323
2016-02-01,11.7241665124893
2016-02-02,11.7991667191188
2016-02-03,11.7162499030431
2016-02-04,11.6466665665309
2016-02-05,11.5870832999547
2016-02-06,11.6537500619888
2016-02-07,11.6412500540415
2016-02-08,11.6329166889191
2016-02-09,11.6479167540868
2016-02-10,11.5945833126704
2016-02-11,11.5187500715256
2016-02-12,11.4412499666214
2016-02-13,11.3808332681656
2016-02-14,11.366666674614
2016-02-18,11.0966666936874
2016-02-19,11.139583269755
2016-02-20,11.1179167429606
2016-02-21,11.1920833587646
2016-02-22,11.2379167874654
2016-02-23,11.1687498490016
2016-02-24,11.0987499952316
2016-02-25,11.0108333031336
2016-02-26,10.9862500826518
2016-02-27,10.9291665951411
2016-02-28,10.9541665712992
2016-02-29,10.8874999682109
2016-03-01,10.8749998807907
2016-03-02,10.8870833714803
2016-03-03,10.8762499888738
2016-03-04,10.8445833126704
2016-03-05,10.8812501430511
2016-03-06,10.8525001207987
2016-03-07,10.8025000890096
2016-03-08,10.7483332554499
2016-03-09,10.7312500476837
2016-03-10,10.7587500413259
2016-03-11,10.7625000079473
2016-03-12,10.7220831314723
2016-03-13,10.6720833381017
2016-03-14,10.6741666396459
2016-03-15,10.6958332856496
2016-03-16,10.6874999602636
2016-03-17,10.641250093778
2016-03-18,10.6341666777929
2016-03-19,10.6583332618078
2016-03-20,10.6379166444143
2016-03-21,10.6091667413712
2016-03-22,10.6191667318344
2016-03-23,10.602499961853
2016-03-24,10.5520834922791
2016-03-25,10.5712501605352
2016-03-26,10.619583328565
2016-03-28,10.6300000349681
2016-03-29,10.622916618983
2016-03-30,10.5679167111715
2016-03-31,10.5799999237061
2016-04-01,10.5962500572205
2016-04-02,10.5600000222524
2016-04-03,10.6054165760676
2016-04-04,10.6504167715708
2016-04-05,10.6699999173482
2016-04-06,10.6737500031789
2016-04-07,10.6491665840149
2016-04-08,10.5841666857402
2016-04-09,10.5525001684825
2016-04-10,10.5733333826065
2016-04-11,10.5425000190735
2016-04-12,10.5650000572205
2016-04-13,10.5620834430059
2016-04-14,10.5445832411448
2016-04-15,10.4591665267944
2016-04-16,10.4329164822896
2016-04-17,10.4141665697098
2016-04-18,10.3454167048136
2016-04-19,10.3500000238419
2016-04-20,10.3070832490921
2016-04-21,10.2570832967758
2016-04-22,10.241666674614
2016-04-23,10.207083384196
2016-05-03,10.2045833269755
2016-05-04,10.1854165792465
2016-05-05,10.1875
2016-05-06,10.2183332045873
2016-05-07,10.2537498474121
2016-05-08,10.2829168240229
2016-05-09,10.3050000270208
2016-05-10,10.3295834064484
2016-05-11,10.3483333985011
2016-05-12,10.3716665903727
2016-05-13,10.3774999777476
2016-05-14,10.3654165665309
2016-05-15,10.3091667493184
2016-05-16,10.2825001478195
2016-05-17,10.277916709582
2016-05-18,10.2970832586288
2016-05-19,10.3337498108546
2016-05-20,10.3645833730698
2016-05-21,10.3858333031336
2016-05-22,10.4158331950506
2016-05-23,10.4533332188924
2016-05-24,10.4516665140788
2016-05-25,10.4341666698456
2016-05-26,10.4258335034053
2016-05-27,10.4287499586741
2016-05-28,10.4495833317439
2016-05-29,10.4791666666667
2016-05-30,10.5058334668477
2016-06-01,10.5329165458679
2016-06-02,10.5500000317891
2016-06-03,10.5208335320155
2016-06-04,10.4641666412354
